id,nom,sexe,naissance,race,pays,info,infoyear
T284Ny8xbGpaUUxSQXhJUDcrNTl4dz09,RULER OF THE WORLD,M,2010,PS,IRE,ruler of the world ire m.ps. 3 a.,2013
ZWd4UmkyYTlrK25ZTGRQcFhBWUZ2QT09,GOING SOMEWHERE,M,2009,PS,BRZ,going somewhere brz m.ps. 4 a.,2013
a1hqWDF1YXFCdVFhNm45MjNSMzB5QT09,SAHAWAR,M,2010,PS,FR,sahawar  m.ps. 3 a.,2013
SW1mT05IeUpoYkVjSGl3M3BWbW9Tdz09,LEADING LIGHT,M,2010,PS,IRE,leading light ire m.ps. 3 a.,2013
WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE,M,2007,PS,IRE,joshua tree ire m.ps. 6 a.,2013
YzBpaVBQcnZ4Nko1WmRudDg5eUVOUT09,OCOVANGO,M,2010,PS,GB,ocovango gb m.ps. 3 a.,2013
ak04VG9jcmlLQ3gxQ2l5ZExmMGdBUT09,PIRIKA,F,2008,PS,IRE,pirika (ire) f.ps. 5 a.,2013
RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,VERY NICE NAME,M,2009,PS,FR,very nice name  m.ps. 4 a.,2013
WnJNU21TZ1VWeGkwQm1VaERpa2VKdz09,NOVELLIST,M,2009,PS,IRE,NOVELLIST,2013
T29BOHFrSVdxK0RGdGYzejBxNnZ6dz09,PEINTRE CELEBRE,,0,,,peintre celebre usa m.ps. 3 a.,1997
Ri9OeUVIOXBCWmtlSnZLZ3htQm03UT09,BORGIA,,0,,,borgia ger f.ps. 3 a.,1997
RWUra25OV0hpbno0VndHZ2cwTktjZz09,PREDAPPIO,,0,,,predappio gb m.ps. 4 a.,1997
RHo4V2NlSGlxNmVqWVhxZi9mVnpIUT09,QUE BELLE,,0,,,que belle can f.ps. 3 a.,1997
WlBBRkdSeEt6ekVWTUtnMzZKazlmZz09,POSIDONAS,,0,,,posidonas gb m.ps. 5 a.,1997
WSt4QlI4dW1zYWF3VHEyeXhVNjBwUT09,BUSY FLIGHT,,0,,,busy flight gb m.ps. 4 a.,1997
bW1QcVNNQ1YvdHBrWEUyanJuYmRJQT09,STEWARD,,0,,,steward  m.ps. 4 a.,1997
NzRJWHlKM2c2Q2N0RitqNU1UQyszZz09,NOTHIN'LEICA DANE,,0,,,nothin'leica dane aus m.ps. 5 a.,1997
MGV3bEM3OXF1SVRUeWloSlhCRTRsUT09,YOKOHAMA,,0,,,yokohama usa m.ps. 6 a.,1997
RHNZanF6WGpyWi9QcGJER2VERWJnUT09,MY EMMA,,0,,,my emma gb f.ps. 4 a.,1997
K25VT0dkK1preHVuYWlMNGpha3BZdz09,EBADIYLA,,0,,,ebadiyla ire f.ps. 3 a.,1997
TjJRdjZld1RGQWRxTWpubmxFeTd5dz09,QUEEN MAUD,,0,,,queen maud ire f.ps. 3 a.,1997
UU0rT3pmTDFIZVN6MGg5Wm9ISnpFUT09,GAZELLE ROYALE,,0,,,gazelle royale  f.ps. 3 a.,1997
T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,TAGHROODA,F,2011,PS,GB,taghrooda gb f.ps. 3 a.,2014
MmZuaHFKMHNuc0RzbHJpN1Z3QUhEZz09,KINGSTON HILL,M,2011,PS,GB,kingston hill gb m.ps. 3 a.,2014
aVIvN05EZW12VkNJa3ZyN1dXTU80QT09,HARP STAR,F,2011,PS,JPN,harp star jpn f.ps. 3 a.,2014
RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,JUST A WAY,M,2009,PS,JPN,just a way jpn m.ps. 5 a.,2014
REdDazBNSHVPeDUxRzdXNElncFVBQT09,AVENIR CERTAIN,F,2011,PS,FR,avenir certain  f.ps. 3 a.,2014
MlZBWmg3bVdCRmdqQzIxQ0lELzdIUT09,GOLD SHIP,M,2009,PS,JPN,gold ship jpn m.ps. 5 a.,2014
eTNtTHY4SXAxczc5ajZOTVp0OWxMZz09,CHICQUITA,F,2010,PS,IRE,chicquita (ire) f.ps. 4 a.,2014
Mlp1ejhKMHZENFhrUHlqanc5V3NFZz09,ECTOT,M,2011,PS,GB,ectot (gb) m.ps. 3 a.,2014
ZGpkOS83OFFpWmJZWm1VOUdRQzk3dz09,IVANHOWE,M,2010,PS,GER,ivanhowe ger m.ps. 4 a.,2014
c0U5QS90bmdJdFNCV3d6SWhEKzlRUT09,FREE PORT LUX,M,2011,PS,GB,free port lux (gb) m.ps. 3 a.,2014
NmlmTFY0WGZ6bTB0MGI1SkxLa2hwZz09,MONTVIRON,M,2011,PS,FR,MONTVIRON  M.PS. 3 a.,2014
L0QxVDM5Z1RTRngwcVZQRitlVHkyUT09,SINNDAR,,0,,,sinndar ire m.ps.+,2000
bTF0a1pWZWQ3N29CUVFXMTVEM3NBQT09,EGYPTBAND,,0,,,egyptband usa f.ps. 3 a.,2000
ZXh0dk9yUXEzcEJtTXR4SWZTK1drdz09,VOLVORETA,,0,,,volvoreta gb f.ps.+,2000
alRCUjJscmNsR0xuQUFjV2d1cVpOZz09,MONTJEU,,0,,,Montjeu,2000
UWhuTjRaQjZpUGVHT1hLb0NjdVpTQT09,HIGHTORI,,0,,,Hightori,2000
Y0pKZlJPOWFCQkZqTmRpdkZ2Ky9OUT09,SAMUM,,0,,,Samum,2000
ejAwT1hiTXcwNk5VdEttdSs5R1lUdz09,DARING MISS,,0,,,Daring Miss,2000
MW5QQ214MmVTQVFBVG1JWkVaYkthZz09,RUSSIAN HOPE,,0,,,Russian Hope,2000
QUJyRWxweHNWOUJFZGovZmd3ZmVGZz09,HESIODE,,0,,,Hesiode,2000
VnR6UGVHK3NuYkkyTGNGMlpFQTkvQT09,RAYPOUR,,0,,,Raypour,2000
aURsenJ5KzdvSGhpOXhLT2xvN0NjZz09,CARNEGIE,,0,,,carnegie ire m.ps. 3 a.,1994
R3kwbmR3ZnRKYlpjR2NuOG5OcmJ4UT09,APPLE TREE,,0,,,apple tree  m.ps. 5 a.,1994
KzhDK2dKUjVJM0p2eUw1VFUvT0ZSQT09,LANDO,,0,,,lando ger m.ps. 4 a.,1994
WXNMTFRrS3h2Z3paQWNEb1RMTUh6Zz09,MILLKOM,,0,,,millkom gb m.ps. 3 a.,1994
ZlFKRTluczZqT3pRdEdVOTZTVFFQZz09,KING'S THEATRE,,0,,,king's theatre ire m.ps. 3 a.,1994
ZC83a3A2aGhuamwySzFzc3BXdG5Pdz09,BIG TOBIN,,0,,,big tobin ity m.ps. 5 a.,1994
MWFpNGd0NUlONzVmNFJXTnZtUWZNQT09,BROADWAY FLYER,,0,,,broadway flyer usa m.ps. 3 a.,1994
VHdMRTIwSU5ob1NRRkgzK2dSUHJ0dz09,CELTIC ARMS,,0,,,celtic arms  m.ps.+,1994
K3o3Y1FXOGprcU8zL3RsRi8rUDU5Zz09,MUCH BETTER,,0,,,much better brz m.ps. 5 a.,1994
bUlBamI5VHo0ajdiR2cvMGVUc2M4Zz09,RICHARD OF YORK,,0,,,richard of york gb m.ps. 4 a.,1994
Q1QwZzNuaU9RSFFwdENWR2RlR1R2dz09,SIERRA MADRE,,0,,,sierra madre  f.ps. 3 a.,1994
MVR3S3I5dlArdUFoeU5HUy92cnI3dz09,TRULY A DREAM,,0,,,truly a dream ire f.ps. 3 a.,1994
ckY1NENrK295WjZodi9ZOVFBWjhVZz09,DALAKHANI,,0,,,dalakhani ire m.ps.+,2003
YjZpZDB0a1NCSGZsSjViT0RnUXNSZz09,HIGH CHAPARRAL,,0,,,high chaparral ire m.ps. 4 a.,2003
NlJrb3dlZE1weW9WdEFNQjZEdmZudz09,DOYEN,,0,,,doyen ire m.ps. 3 a.,2003
VDJ1VEd0bmJWWmw4Q2pBVTd1R0hCUT09,VINNIE ROE,,0,,,vinnie roe ire m.ps. 5 a.,2003
eW9wL1M0ajNpYjhGTkRXb2RXNWx4Zz09,BLACK SAM BELLAMY,,0,,,black sam bellamy ire m.ps. 4 a.,2003
VnhJSU9ycWpRK2NlZ0hBWktFZG9rZz09,DAI JIN,,0,,,dai jin gb m.ps. 3 a.,2003
Nyt6Z0J5ei96T21VMFdEc3F5RUsyZz09,BOLLIN ERIC,,0,,,bollin eric gb m.ps. 4 a.,2003
ZXdFYVpzSTA1aG9xWko4U0tNTUpNUT09,ANGE GABRIEL,,0,,,ange gabriel  m.ps. 5 a.,2003
VHBBQW5GSkhiWkNXaER1cEFYd1Jadz09,POLICY MAKER,,0,,,policy maker (ire) m.ps. 3 a.,2003
dW05aEZtVHNwbEVzSkNsblZ0UWFDdz09,FIRST CHARTER,,0,,,first charter gb m.ps. 4 a.,2003
OEhmVHZTSFBtZ3hoeFBRSktGWTNoQT09,DIYAPOUR,,0,,,DIYAPOUR  H.PS.+,2003
cTBPNGc4VW10WnRzT3FYNld2RGNmUT09,KRIS KIN,,0,,,kris kin usa m.ps. 3 a.,2003
cldpOTRyUFpIeTNTdlNFZzJGTXNPZz09,FONTANESI,,0,,,FONTANESI,2003
Q09vZGtmR2t2T1Q5UHIvNldWVTNkZz09,MARIENBARD,,0,,,marienbard ire m.ps. 5 a.,2002
bks5ejRHSWhPa3o0R2pPY3MzR3lnQT09,SULAMANI,,0,,,sulamani (ire) m.ps. 3 a.,2002
YkZpSkE2Z29lWFVLdTZJTmZaSzJ5dz09,CALIFET,,0,,,califet  m.ps. 4 a.,2002
QjZ0UVJQeU5nemVUcUkxMnBDZk1TUT09,ISLINGTON,,0,,,islington ire f.ps. 3 a.,2002
Y2s5ZWxMbTd0SGo3TU1SejBhRUhHdz09,AQUARELLISTE,,0,,,aquarelliste  f.ps. 4 a.,2002
TDZWWU5GekZ4dWRDVzVobkh4Mk0xUT09,ANABAA BLUE,,0,,,anabaa blue (gb) m.ps. 4 a.,2002
RWNDQk00cG02VnVyMzVRaHFmS3RtZz09,FAIR MIX,,0,,,fair mix (ire) m.ps. 4 a.,2002
aE1odW1mRzZGcXRhN3NyZTZ5VXZkUT09,FALBRAV,,0,,,falbrav ire m.ps. 4 a.,2002
ZlA4aUpVd3Q1TitUaCtpellFMEdndz09,BOREAL,,0,,,boreal ger m.ps. 4 a.,2002
ZzZtNWwyQzk1TytwNHJlUGxLUzNDZz09,FOUNDATION SPIRIT,,0,,,foundation spirit  m.ps. 4 a.,2002
UUpzcTgxS05zWSs3Mi9vUVVoR252dz09,SENSIBLE,,0,,,sensible  m.ps. 4 a.,2002
TWZ4T3dBcGptelhUbktJTkNjSS9Qdz09,MANHATTAN CAFE,,0,,,manhattan cafe jpn m.ps. 4 a.,2002
VDJXUjNCTXkwZTlOL0liQU5JV0padz09,ASIAN HEIGHTS,,0,,,asian heights gb m.ps. 4 a.,2002
S0Iza3YvSXpueEtNOWpPWjZPZGFUdz09,ANA MARIE,,0,,,ana marie  f.ps. 3 a.,2002
d3ZkNDdhdEIwU291cEMydDdRc3NqQT09,LAMMTARRA,,0,,,lammtarra usa m.ps. 3 a.,1995
OWlHaU9CYlJPeXVITy84SHFDeWlvZz09,FREEDOM CRY,,0,,,freedom cry gb m.ps. 4 a.,1995
UGROVTFmRkRDbjhORkYwbk5ObzdlQT09,PURE GRAIN,,0,,,pure grain gb f.ps. 3 a.,1995
THBkV2VycFhzbGI5emwrR1dwa1k0QT09,PARTIPRAL,,0,,,partipral (usa) m.ps. 6 a.,1995
RkY3Uzg1TCt1TDkwTDVMWUM2a2VkZz09,GUNBOAT DIPLOMACY,,0,,,gunboat diplomacy  m.ps.+,1995
RTI1djZ1UDBmOFdmL3Npc3VCKzYxZz09,CARLING,,0,,,carling  f.ps. 3 a.,1995
TE5RWXhVWGZtZDRIQU5hcGFCaVFrUT09,BALANCHINE,,0,,,balanchine usa f.ps. 4 a.,1995
c2p5TFNQcW5Hc0dyeVZQcWhoZVB4Zz09,STRATEGIC CHOICE,,0,,,strategic choice usa m.ps. 4 a.,1995
NGI3dlJia3phMkVScElneitxdUJrdz09,TOT OU TARD,,0,,,tot ou tard ire m.ps.+,1995
aEg4VDB3RUYzRlJpT3BHaDR0d1NPZz09,EL SEMBRADOR,,0,,,el sembrador arg m.ps. 4 a.,1995
bEhsakV6TzBxb1cxU3RkZ01mT2pxZz09,SUNRISE SONG,,0,,,sunrise song  f.ps. 4 a.,1995
bFZ2Y2I2NXRMcXk0ZDRtQWhaUlpGdz09,LUSO,,0,,,luso gb m.ps. 3 a.,1995
NWU3UHRoSzVvOW5nSExYb1NTbkxVUT09,EL TENOR,,0,,,el tenor  m.ps. 3 a.,1995
VkNNTVc2bnJoWTg2dHVjMEFoWnU2dz09,OUIJA BOARD,,0,,,ouija board gb f.ps. 3 a.,2004
b0dKWDZVMkZSTlN0Z1B2VzNwTXBkUT09,ACROPOLIS,,0,,,acropolis ire m.ps. 3 a.,2004
amMwaThOQUlmMFM0TXIra2RoVVVCUT09,NORTH LIGHT,,0,,,north light ire m.ps. 3 a.,2004
NDFzWTc1WThONWp3a3BwbjY4VEg0dz09,VALLEE ENCHANTEE,,0,,,vallee enchantee (ire) f.ps. 4 a.,2004
cWo2SFE1QTN4MzFMcVdlMjN6cjUydz09,LATICE,,0,,,latice (ire) f.ps. 3 a.,2004
OTYrL3Vpbmo4S3lIRGt4SFdBVHpyUT09,SILVERSKAYA,,0,,,silverskaya usa f.ps. 3 a.,2004
VUUzclVzRngwQko4UTZaUmRlWVg4QT09,VALIXIR,,0,,,valixir (ire) m.ps. 3 a.,2004
YnpYWDJsQVM2RSswb0UvTHFKVTVpZz09,EXECUTE,,0,,,execute  m.ps. 7 a.,2004
WG9sVXNvd0VkOWpyQkxVWXV3TVlzUT09,MAMOOL,,0,,,mamool ire m.ps. 5 a.,2004
UlJ6SXpEQmRNV2JaMTFYMUR4NEZDZz09,IMPERIAL DANCER,,0,,,imperial dancer gb m.ps. 6 a.,2004
T21PQ0x0TzdNUEdMTHZ2OEJ2QU5PUT09,TAP DANCE CITY,,0,,,tap dance city usa m.ps. 7 a.,2004
ajJjK0p0ODcvYUI5UkhBZkRLSGZVUT09,BLUE CANARI,,0,,,blue canari  m.ps. 3 a.,2004
ZVd6ZVNDVXZCSWdmVnB0U3NLSVFvQT09,GREY SWALLOW,,0,,,grey swallow ire m.ps. 3 a.,2004
M1ZYWVMzZ092SC9aUEV4Rm9yaTNkUT09,PROSPECT PARK,,0,,,prospect park (gb) m.ps. 3 a.,2004
RXVXVUZDNTBmcW80a1lCNFBpa3Qwdz09,WORKFORCE,M,2007,PS,GB,workforce gb m.ps. 3 a.,2010
L0tOWlRjUkdkbWttb3FXeXhpVktzZz09,NAKAYAMA FESTA,M,2006,PS,JPN,nakayama festa jpn m.ps. 4 a.,2010
aXFKbGxtY2wzeEU3Zno4SFFSTVhhZz09,SARAFINA,F,2007,PS,FR,sarafina  f.ps. 3 a.,2010
MUFIbDcwdEM1TWVuQXBnckRKL3EvZz09,BEHKABAD,M,2007,PS,FR,behkabad  m.ps. 3 a.,2010
NFVobmo3Zm4zNFZ5VHhzOGFXWkJtUT09,MARINOUS,M,2006,PS,FR,marinous  m.ps. 4 a.,2010
MnRZSnpld2dENHZCQlpydS9RZkRZZz09,VICTOIRE PISA,M,2007,PS,JPN,victoire pisa jpn m.ps. 3 a.,2010
dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,LIANG KAY,M,2005,PS,GER,liang kay ger m.ps. 5 a.,2010
SDl5SnR4Rmd6V3oyV0dFNVVTMkcxQT09,POUVOIR ABSOLU,M,2005,PS,GB,pouvoir absolu (gb) m.ps. 5 a.,2010
cWNmWU43djZIbDhsSVhzQ3BrWlJ1UT09,WIENER WALZER,M,2006,PS,GER,wiener walzer ger m.ps. 4 a.,2010
N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,TIMOS,M,2005,PS,GER,timos ger m.ps. 5 a.,2010
ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,DUNCAN,M,2005,PS,GB,duncan gb m.ps. 5 a.,2010
R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,PLUMANIA,F,2006,PS,GB,plumania (gb) f.ps. 4 a.,2010
OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,CAPE BLANCO,M,2007,PS,IRE,cape blanco ire m.ps. 3 a.,2010
eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,LOPE DE VEGA,M,2007,PS,IRE,lope de vega ire m.ps. 3 a.,2010
dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,MIDAS TOUCH,M,2007,PS,GB,midas touch gb m.ps. 3 a.,2010
eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,PLANTEUR,M,2007,PS,IRE,planteur (ire) m.ps. 3 a.,2010
Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,DANEDREAM,F,2008,PS,GER,danedream ger f.ps. 3 a.,2011
aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,SNOW FAIRY,F,2007,PS,IRE,snow fairy ire f.ps. 4 a.,2011
bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,SO YOU THINK,M,2006,PS,NZ,so you think nz m.ps. 5 a.,2011
QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,SILVER POND,M,2007,PS,FR,silver pond  m.ps. 4 a.,2011
Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,GALIKOVA,F,2008,PS,FR,galikova  f.ps. 3 a.,2011
R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,HIRUNO D'AMOUR,M,2007,PS,JPN,hiruno d'amour jpn m.ps. 4 a.,2011
TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,TREASURE BEACH,M,2008,PS,GB,treasure beach gb m.ps. 3 a.,2011
NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,MASKED MARVEL,,0,,,masked marvel gb m.ps. 3 a.,2011
YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,RELIABLE MAN,M,2008,PS,GB,reliable man (gb) m.ps. 3 a.,2011
M28yQnU3bHkvTy9DYUROOUxKL0hCQT09,TESTOSTERONE,F,2008,PS,IRE,testosterone (ire) f.ps. 3 a.,2011
dFdtYXAvbk1SMUxyOHI0L1R5U1NpQT09,SAKHEE,,0,,,sakhee usa m.ps. 4 a.,2001
VG45RTdmYTlwV3U1ZnV6T0dLdDhaUT09,SAGACITY,,0,,,sagacity  m.ps. 3 a.,2001
Mjh1UWtDdXVuTnBveHBaZ0RWZ0FSZz09,GOLAN,,0,,,golan ire m.ps. 3 a.,2001
WHdRd3MzcGk5RUtCU3paWFUxZ3F3UT09,MILAN,,0,,,milan gb m.ps. 3 a.,2001
bjN0NkdZMm0xRk5xWHgralpGQmh6Zz09,LITTLE ROCK,,0,,,little rock gb m.ps.+,2001
SUVEMTFjeEQ4bTA4cEV4MEJpV2ZuUT09,FOREIGN AFFAIRS,,0,,,foreign affairs gb m.ps. 3 a.,2001
KzdsQ3UySnp2cUQremRBRFkzeWtWQT09,CHIMES AT MIDNIGHT,,0,,,chimes at midnight usa m.ps. 4 a.,2001
bXRyQWFlNHVYbEVFK1FCSms3QWdtQT09,ANZILLERO,,0,,,anzillero ger m.ps.+,2001
NC9RNFdUenRDdDlWeldIV1JBK0twZz09,HOLDING COURT,,0,,,holding court gb m.ps. 4 a.,2001
d0Z1Y0VKZ3pMTEV4ZXdzTG1tem94QT09,IDAHO QUEST,,0,,,idaho quest gb m.ps. 4 a.,2001
dThvdkVybk85bHlNd0FTd3J0eWROUT09,HONORIFIQUE,,0,,,honorifique  f.ps. 4 a.,2001
bWdOTHR3eHZLODVDRHh2VUdOYU5GQT09,SADDLER'S CREEK,,0,,,SADDLER'S CREEK USA M.PS. 3 a.,2001
MDJkV1FKMlNyNnd2dDl0QWdISjB5dz09,DIAMILINA,,0,,,diamilina  f.ps. 3 a.,2001
dlFLNFhzN2c3WStrNWd3a090Zy9pQT09,SOFT LIGHT,M,2016,PS,FR,soft light  m.ps. 3 a.,2019
RGpqVzFISThLazdkQm1zRVFKaDJuUT09,KISEKI,M,2014,PS,JPN,kiseki jpn m.ps. 5 a.,2019
bEZ1Zko4L2lMSG40aHRaa3owaVB4Zz09,NAGANO GOLD,M,2014,PS,GB,nagano gold gb m.ps. 5 a.,2019
bUZEU1hQSjJkbXFqNDBtcGhSSVFydz09,FRENCH KING,M,2015,PS,GB,french king (gb) m.ps. 4 a.,2019
OEVXa3VKb1gwRzVtenBOdkFVdjJBZz09,GHAIYYATH,M,2015,PS,IRE,ghaiyyath ire m.ps. 4 a.,2019
bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,BLAST ONEPIECE,M,2015,PS,JPN,blast onepiece jpn m.ps. 4 a.,2019
cTI2WHFvOXhGY0pXUmJCSDBpRWgyQT09,FIEREMENT,M,2015,PS,JPN,fierement jpn m.ps. 4 a.,2019
cEZDR25PdjRiTEk2OUlsVmgvS1VHQT09,EL CONDOR PASA,,0,,,el condor pasa usa m.ps. 4 a.,1999
b1FicmRzR2x5dFVEd2JrVi9ERW1nQT09,CROCO ROUGE,,0,,,croco rouge ire m.ps. 4 a.,1999
a2d4UWRmNmlEL3lKWEExeGZMY2ROZz09,LEGGERA,,0,,,leggera ire f.ps. 4 a.,1999
KzF6Y3V2TDE4YTUwS054TEJjWC83Zz09,TIGER HILL,,0,,,tiger hill ire m.ps. 4 a.,1999
S1V3bDJ3elR2M28vODRMckRuczVZQT09,GREEK DANCE,,0,,,greek dance ire m.ps. 4 a.,1999
K2wvMS8vK3RBcThtYW55RVQ5ckVDUT09,DAYLAMI,,0,,,daylami ire m.ps. 5 a.,1999
cWczYkxoRXhVS0JtamoxOE9xM0FPQT09,ALBARAN,,0,,,albaran ger m.ps. 6 a.,1999
TE5HN1AwZGpoU05FNlhZS1RwMEN2UT09,FANTASTIC LIGHT,,0,,,fantastic light usa m.ps. 3 a.,1999
ZTVNYng4K3JFMHQrYVZrTmFDdFl3dz09,GENGHIS KHAN,,0,,,GENGHIS KHAN IRE M.PS. 3 a.,1999
cit6d2drLzlXUjZlWjJpQ2pTemJwUT09,DARYABA,,0,,,daryaba ire f.ps. 3 a.,1999
YUdaZEZBU0JGeXJxZlBNSkMycmY0dz09,FLAMINGO ROAD,,0,,,flamingo road ger f.ps. 3 a.,1999
eko4SkZmckJnYkRIcDlrdlUxZEQzdz09,CERULEAN SKY,,0,,,cerulean sky ire f.ps. 3 a.,1999
NS9GM3M5SEFXNjJrSjI0aUl2RzluQT09,SAGAMIX,,0,,,sagamix  m.ps. 3 a.,1998
YXBUWDVLZ3ovVDlkU3BCRnpWK0tOdz09,CAITANO,,0,,,caitano gb m.ps. 4 a.,1998
UTFsekZtRUQ4TnNRTW4rck0zU1Zwdz09,FRAGRANT MIX,,0,,,fragrant mix (ire) m.ps.+,1998
RXhxU0k1a0ZVWVVyT0RSRWYrcG5sUT09,HIGH RISE,,0,,,high rise ire m.ps. 3 a.,1998
MFdUQ2dKK2VRN1NEN1ZZVDFmMkpXUT09,HAPPY VALENTINE,,0,,,happy valentine gb m.ps. 4 a.,1998
MlNxdkxLaTV6dm5WcWF2QnNpWHBrUT09,LIMPID,,0,,,limpid gb m.ps. 3 a.,1998
WU53WFJRTlpydk1XOTBPR2pUNzVPZz09,SEA WAVE,,0,,,sea wave ire m.ps. 3 a.,1998
SzlTc1FMTk5YODJpTUtITG4rdUY2QT09,DREAM WELL,,0,,,dream well  m.ps. 3 a.,1998
Q2RLVEl6SWJacGVWNHVicG5nUmUvQT09,COURTEOUS,,0,,,courteous gb m.ps. 3 a.,1998
ZnhnRjBWWnlzdXI0alJhcEllNGMyQT09,ZAINTA,,0,,,zainta ire f.ps.+,1998
YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA,F,2005,PS,IRE,zarkava ire f.ps. 3 a.,2008
MjlMSlBkbnpHN0NCNXZ3aklVbG5jQT09,IT'S GINO,M,2003,PS,GER,it's gino ger m.ps. 5 a.,2008
TUlnUHpYTm15RUo2Q2NVSjFqU0pDUT09,ASK,M,2003,PS,GB,ask gb m.ps. 5 a.,2008
NUd5ZTFPNUQwNmp4OGlsY0hwOVliQT09,DUKE OF MARMALADE,M,2004,PS,IRE,duke of marmalade ire m.ps. 4 a.,2008
aUtYaVhKMkJzQzFEblB5Q0NsU09hZz09,CIMA DE TRIOMPHE,M,2005,PS,IRE,cima de triomphe ire m.ps. 3 a.,2008
czMzdVMvOTdNaTU4V1cvaHFUeU5kZz09,MEISHO SAMSON,M,2003,PS,JPN,meisho samson jpn m.ps. 5 a.,2008
RytjT25OdVpEVlhBbHFFYzBUdXAyQT09,SCHIAPARELLI,,0,,,schiaparelli ger m.ps. 5 a.,2008
OHRGVnJJcVBuaExzMGxtQld4ckRJQT09,PAPAL BULL,M,2003,PS,GB,papal bull gb m.ps. 5 a.,2008
VERWUENCaGRhQUNZY1drMjdFNEJtZz09,RED ROCK CANYON,M,2004,PS,IRE,red rock canyon ire m.ps. 4 a.,2008
cE5mVGNibzZ2UDF3NjV2cGZ1a1VvUT09,KAMSIN,,0,,,kamsin ger m.ps. 3 a.,2008
bXN4Y3dmQ1FiOFpPUEU5TU1ZV2xRZz09,BLUE BRESIL,M,2005,PS,FR,blue bresil  m.ps. 3 a.,2008
