id,nom,arc_participation,arc_best_place,arc_worst_place,arc_avg_place
TTFWM04rREc0aTFGcVl2Zyt5dVZJZz09,IQUITOS,1,7.0,7.0,7.0
THhiOWRPeDdkdHRkMFpuSkdhRDZGUT09,LA BOUM,1,7.0,7.0,7.0
bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA,1,7.0,7.0,7.0
MWdFM0xSdlRUanY2YU56bGdNb0N1UT09,SHAAMIT,1,7.0,7.0,7.0
TjEyUFdzSXRsMGdXaXRCcXZWN3gydz09,CAMELOT,1,7.0,7.0,7.0
U0FsaDZKaXQ1M04veHZjZ2g1S0JQQT09,MISIL,1,7.0,7.0,7.0
OTE4NWgvczJmSkVIR0ROUnNpa09EZz09,KEW GARDENS,1,7.0,7.0,7.0
WmxLeERDdTRtZTBTaVFOTnhzY0kwUT09,STRADIVARIUS,1,7.0,7.0,7.0
ejAwT1hiTXcwNk5VdEttdSs5R1lUdz09,DARING MISS,1,7.0,7.0,7.0
VnhJSU9ycWpRK2NlZ0hBWktFZG9rZz09,DAI JIN,1,7.0,7.0,7.0
THBkV2VycFhzbGI5emwrR1dwa1k0QT09,PARTIPRAL,1,7.0,7.0,7.0
cWo2SFE1QTN4MzFMcVdlMjN6cjUydz09,LATICE,1,7.0,7.0,7.0
MnRZSnpld2dENHZCQlpydS9RZkRZZz09,VICTOIRE PISA,1,7.0,7.0,7.0
RGpqVzFISThLazdkQm1zRVFKaDJuUT09,KISEKI,1,7.0,7.0,7.0
RXhxU0k1a0ZVWVVyT0RSRWYrcG5sUT09,HIGH RISE,1,7.0,7.0,7.0
NUd5ZTFPNUQwNmp4OGlsY0hwOVliQT09,DUKE OF MARMALADE,1,7.0,7.0,7.0
bDZjOTYzdnkvRUliV3dyKzYzMDZZZz09,SAVOIR VIVRE,1,8.0,8.0,8.0
TVhMSVg4TlJHU2EwZFVuVHFsRVVXUT09,IDAHO,1,8.0,8.0,8.0
R2VBaHVicytuVkNpN2pZYzNWdWlNZz09,LEEDS,1,8.0,8.0,8.0
UjRyVVZ3Zi9RSk54WEs0M21IRVB2Zz09,SEA MOON,1,8.0,8.0,8.0
OVg2WjhoZDJ4alM3VnRwbU9XR1I1Zz09,TALLOIRES,1,8.0,8.0,8.0
S0RNK2hRbnlXdWM1VE5ZNHAzdno1Zz09,NELSON,1,8.0,8.0,8.0
VEo0Z2ttM2xvSGhIdFV6aUVOUjBIUT09,DEIRDRE,1,8.0,8.0,8.0
RHo4V2NlSGlxNmVqWVhxZi9mVnpIUT09,QUE BELLE,1,8.0,8.0,8.0
RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,JUST A WAY,1,8.0,8.0,8.0
MW5QQ214MmVTQVFBVG1JWkVaYkthZz09,RUSSIAN HOPE,1,8.0,8.0,8.0
Nyt6Z0J5ei96T21VMFdEc3F5RUsyZz09,BOLLIN ERIC,1,8.0,8.0,8.0
RkY3Uzg1TCt1TDkwTDVMWUM2a2VkZz09,GUNBOAT DIPLOMACY,1,8.0,8.0,8.0
OTYrL3Vpbmo4S3lIRGt4SFdBVHpyUT09,SILVERSKAYA,1,8.0,8.0,8.0
bEZ1Zko4L2lMSG40aHRaa3owaVB4Zz09,NAGANO GOLD,1,8.0,8.0,8.0
Mks0bm96Y3ZwNyt2SUp4WE45V1l2Zz09,DRAGON DANCER,1,9.0,9.0,9.0
ZlVKV1p1aVFreVFka3pCOWVHc3Jsdz09,HARZAND,1,9.0,9.0,9.0
d2huMXJ6SFNpbkR6aXNzUUlnZ2tlUT09,WINTER,1,9.0,9.0,9.0
OUdvYWhXcTdneHpmSGVNc3ZaMERxZz09,MAGADAN,1,9.0,9.0,9.0
SWlKZFJ5a3FkSGdDcHdmQVo4RmowQT09,LEONILA,1,9.0,9.0,9.0
QUJyRWxweHNWOUJFZGovZmd3ZmVGZz09,HESIODE,1,9.0,9.0,9.0
ZXdFYVpzSTA1aG9xWko4U0tNTUpNUT09,ANGE GABRIEL,1,9.0,9.0,9.0
aE1odW1mRzZGcXRhN3NyZTZ5VXZkUT09,FALBRAV,1,9.0,9.0,9.0
RTI1djZ1UDBmOFdmL3Npc3VCKzYxZz09,CARLING,1,9.0,9.0,9.0
dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,LIANG KAY,1,9.0,9.0,9.0
bUZEU1hQSjJkbXFqNDBtcGhSSVFydz09,FRENCH KING,1,9.0,9.0,9.0
aUtYaVhKMkJzQzFEblB5Q0NsU09hZz09,CIMA DE TRIOMPHE,1,9.0,9.0,9.0
MGVYS2YwbTVFUHpuMmlSejNvOUNYQT09,AUTHORIZED,1,10.0,10.0,10.0
TnQrMC85ZWdnMFJtZ0ZRbEZyLzJUQT09,VEDEVANI,1,10.0,10.0,10.0
K2tUZEFqcU5ZREVYZ0tvMlNLUXo0dz09,SCORPION,1,10.0,10.0,10.0
VUpUUWx4a3QyTmpiVVZzT0JoK3Q4QT09,PENTIRE,1,10.0,10.0,10.0
bCtPVWJoQTlRMFNRSG8xd01DdGpuQT09,BAYRIR,1,10.0,10.0,10.0
eVh6UmRFeUhzVlVZWkxUcDN0WEh6dz09,MARKET BOOSTER,1,10.0,10.0,10.0
czliWEdqRDNROWtwMmtHMThuN3JEdz09,ROYAL JULIUS,1,10.0,10.0,10.0
WSt4QlI4dW1zYWF3VHEyeXhVNjBwUT09,BUSY FLIGHT,1,10.0,10.0,10.0
VnR6UGVHK3NuYkkyTGNGMlpFQTkvQT09,RAYPOUR,1,10.0,10.0,10.0
ZlFKRTluczZqT3pRdEdVOTZTVFFQZz09,KING'S THEATRE,1,10.0,10.0,10.0
TE5RWXhVWGZtZDRIQU5hcGFCaVFrUT09,BALANCHINE,1,10.0,10.0,10.0
VUUzclVzRngwQko4UTZaUmRlWVg4QT09,VALIXIR,1,10.0,10.0,10.0
R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,HIRUNO D'AMOUR,1,10.0,10.0,10.0
SUVEMTFjeEQ4bTA4cEV4MEJpV2ZuUT09,FOREIGN AFFAIRS,1,10.0,10.0,10.0
OEVXa3VKb1gwRzVtenBOdkFVdjJBZz09,GHAIYYATH,1,10.0,10.0,10.0
czMzdVMvOTdNaTU4V1cvaHFUeU5kZz09,MEISHO SAMSON,1,10.0,10.0,10.0
Y29qVCtTMmJzQXhZYzdvR1A5aVpUQT09,MANATEE,1,11.0,11.0,11.0
aE9ndDRLT1ZtMjZFQkJQb0x6MDZGUT09,CHACHNAK,1,11.0,11.0,11.0
a1hqWDF1YXFCdVFhNm45MjNSMzB5QT09,SAHAWAR,1,11.0,11.0,11.0
bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,BLAST ONEPIECE,1,11.0,11.0,11.0
NUp0OVJCUU5CVENhQUczcVJ4Y2JpZz09,DOHA DREAM,1,12.0,12.0,12.0
Mm9SblZqMzJiYkUyK3EwNkdVTkJ1QT09,TIBERIAN,1,12.0,12.0,12.0
SW1mT05IeUpoYkVjSGl3M3BWbW9Tdz09,LEADING LIGHT,1,12.0,12.0,12.0
cTI2WHFvOXhGY0pXUmJCSDBpRWgyQT09,FIEREMENT,1,12.0,12.0,12.0
WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE,1,13.0,13.0,13.0
U3ErcmtqUjhsRDdPS0FheXdpNlBVQT09,FRINE,1,14.0,14.0,14.0
eGFJU09vRmZhSTNoWmhCam95UkNWUT09,MAKAHIKI,1,14.0,14.0,14.0
NHZoWlVHMUxmNmFIeUdTa09jbDB5dz09,SEVENTH HEAVEN,1,14.0,14.0,14.0
MGhOQitWN0dBWE1aYWNXbXNQemNKZz09,PATASCOY,1,14.0,14.0,14.0
YzBpaVBQcnZ4Nko1WmRudDg5eUVOUT09,OCOVANGO,1,14.0,14.0,14.0
MlZBWmg3bVdCRmdqQzIxQ0lELzdIUT09,GOLD SHIP,1,14.0,14.0,14.0
Y1puWTl6ZGpLY2Fvd3UyTmMwQVhlZz09,EAGLE TOP,1,15.0,15.0,15.0
Rk1Hd2ZZNXgza0VvaHg5S01kZjBkUT09,MIGWAR,1,15.0,15.0,15.0
WFRSdmloSlRtRmJXNGtORzR4ckFRQT09,SATONO DIAMOND,1,15.0,15.0,15.0
dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE,1,15.0,15.0,15.0
eTNtTHY4SXAxczc5ajZOTVp0OWxMZz09,CHICQUITA,1,15.0,15.0,15.0
eGEzek1uazFKVHQvbHIvWTJPMzlRUT09,THE GREY GATSBY,1,16.0,16.0,16.0
cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE,1,16.0,16.0,16.0
d3cyTC9aMW9MbnFkUk9JVUpYVzhyQT09,HUNTING HORN,1,16.0,16.0,16.0
RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,VERY NICE NAME,1,16.0,16.0,16.0
ZkZBbmwrWCt6TklKTHgzOCs5bnd5Zz09,SHAHAH,1,17.0,17.0,17.0
RWQ1TlhMdGFJMUhUS0dhQksxc3M1QT09,CLINCHER,1,17.0,17.0,17.0
ZkZSOXRjWEVteXM3QXNBb1A2WUtZUT09,NEUFBOSC,1,18.0,18.0,18.0
WEtWMjBnZEtPSmV1SnAyOVg1dkpSUT09,LOUIS D'OR,1,19.0,19.0,19.0
c0U5QS90bmdJdFNCV3d6SWhEKzlRUT09,FREE PORT LUX,1,19.0,19.0,19.0
NmlmTFY0WGZ6bTB0MGI1SkxLa2hwZz09,MONTVIRON,1,20.0,20.0,20.0
OUFyT1lLKzMxNVBUVG5oSk4xME9JUT09,SONG OF HIAWATHA,1,,,
QkdLOENhdzBPbllkcm50WWtyVW13Zz09,YELLOWSTONE,1,,,
YW1OcVc4TjVIS251TndRQU52YUpwZz09,DEEP IMPACT,1,,,
SlFKWldCajFReWxLNG1wbnNYbldDZz09,THE BOGBERRY,1,,,
TWNvYXlyZytKS1pqaGpVbG01bE1LQT09,STEELE TANGO,1,,,
aElqYUloS2ZkRzRIVFZXUmpBRTlRUT09,TULLAMORE,1,,,
WTh4VFBlSHE5RWZCZEh2OFFWRmxGUT09,HOT SIX,1,,,
T21FMkpQRDZnRzYvZXRZRHR5VUFCdz09,TANGASPEED,1,,,
d0VXamJZZGlFTjVNY2pXbFRYRWRJUT09,CARTHAGE,1,,,
MlN2ZHRiU1VFcFllandZYmh1SFF1dz09,SET SAIL,1,,,
UTBLamNvYSs0QnZrWHJESXc2WDVkZz09,GRAND DUCAL,1,,,
clRYN3ZBc0RQb2JoTEdUSHJZamthUT09,NORSE DANCER,1,,,
enhhcm8wMHljS0QrQ1pZSDVoUzNYUT09,VOLTMETER,1,,,
V0pnQWFmbjdyM2hGREtoWmk5UnpXdz09,WINDYA,1,,,
WXJuYlN5MGZ6clFyZmhvQjJ0RklVUT09,TAMURE,1,,,
VUEzZ2xMNUZZd0ZBb2dvU2VHOWtDZz09,CLASSIC CLICHE,1,,,
cE5pUUoxSitwdGM5STNUR3VmUGV5UT09,RADEVORE,1,,,
bEVjQ24rSEsvSENHckljazNxc2Q5Zz09,DARAZARI,1,,,
MHNITFFMYS9OR2g5Vkt2RHl6OHpPQT09,ZAGREB,1,,,
dUJXR1p5ci8wNnNDazZ5R0NxengyUT09,POLARIS FLIGHT,1,,,
VzlEbGlTN0hBd3ZiMTdDMnJwS05TZz09,MIKHAIL GLINKA,1,,,
QkhLaXpvdlBPbTdCT1MzK1pKWUhwdz09,ROBIN HOOD,1,,,
OVpZYW9WQ1g1cHY5RGhsUGxFSGpqQT09,AVENTINO,1,,,
Y1NPME5DajJaSnVhQjgwczVJZlNRQT09,KESAMPOUR,1,,,
d2krK3hvYUhLdlRLZjZMTzRZK2FnUT09,ERNEST HEMINGWAY,1,,,
YXJKMFBUYzhRSkE5UnhrLzlFNjVnQT09,SAONOIS,1,,,
Z1NpdDJNU085QVJsNGFTNEJCampOZz09,ALWAYS FRIENDLY,1,,,
U05CRWlMR0VRUStmRTk1QldwRjFDUT09,ARMIGER,1,,,
ZHAvNEJLUVBYTG0rdFRIZzR5QnZSdz09,BADOLATO,1,,,
THRoZUJPek96MWVHSmhscGVSWUYxZz09,DARIYOUN,1,,,
eElsRDdPZm9sSnlWMm04OFZpVWxwdz09,GARDEN OF HEAVEN,1,,,
UHVSSUNTdnUreXRTb2RQMVFmSyt3QT09,PLATINI,1,,,
cG9yMjJwcktlSks4SkprUk9adHJxZz09,SHEMAKA,1,,,
Q3ZYa212Wmh1MmVkOGtGRUJCZ0EyUT09,USER FRIENDLY,1,,,
a01MV1dLUWRObXZaQXlmZS9mZGpSQT09,WEMYSS BIGHT,1,,,
bW1QcVNNQ1YvdHBrWEUyanJuYmRJQT09,STEWARD,1,,,
NzRJWHlKM2c2Q2N0RitqNU1UQyszZz09,NOTHIN'LEICA DANE,1,,,
MGV3bEM3OXF1SVRUeWloSlhCRTRsUT09,YOKOHAMA,1,,,
RHNZanF6WGpyWi9QcGJER2VERWJnUT09,MY EMMA,1,,,
K25VT0dkK1preHVuYWlMNGpha3BZdz09,EBADIYLA,1,,,
TjJRdjZld1RGQWRxTWpubmxFeTd5dz09,QUEEN MAUD,1,,,
ZC83a3A2aGhuamwySzFzc3BXdG5Pdz09,BIG TOBIN,1,,,
MWFpNGd0NUlONzVmNFJXTnZtUWZNQT09,BROADWAY FLYER,1,,,
K3o3Y1FXOGprcU8zL3RsRi8rUDU5Zz09,MUCH BETTER,1,,,
bUlBamI5VHo0ajdiR2cvMGVUc2M4Zz09,RICHARD OF YORK,1,,,
Q1QwZzNuaU9RSFFwdENWR2RlR1R2dz09,SIERRA MADRE,1,,,
MVR3S3I5dlArdUFoeU5HUy92cnI3dz09,TRULY A DREAM,1,,,
dW05aEZtVHNwbEVzSkNsblZ0UWFDdz09,FIRST CHARTER,1,,,
OEhmVHZTSFBtZ3hoeFBRSktGWTNoQT09,DIYAPOUR,1,,,
cTBPNGc4VW10WnRzT3FYNld2RGNmUT09,KRIS KIN,1,,,
ZlA4aUpVd3Q1TitUaCtpellFMEdndz09,BOREAL,1,,,
UUpzcTgxS05zWSs3Mi9vUVVoR252dz09,SENSIBLE,1,,,
TWZ4T3dBcGptelhUbktJTkNjSS9Qdz09,MANHATTAN CAFE,1,,,
VDJXUjNCTXkwZTlOL0liQU5JV0padz09,ASIAN HEIGHTS,1,,,
S0Iza3YvSXpueEtNOWpPWjZPZGFUdz09,ANA MARIE,1,,,
c2p5TFNQcW5Hc0dyeVZQcWhoZVB4Zz09,STRATEGIC CHOICE,1,,,
aEg4VDB3RUYzRlJpT3BHaDR0d1NPZz09,EL SEMBRADOR,1,,,
bFZ2Y2I2NXRMcXk0ZDRtQWhaUlpGdz09,LUSO,1,,,
NWU3UHRoSzVvOW5nSExYb1NTbkxVUT09,EL TENOR,1,,,
YnpYWDJsQVM2RSswb0UvTHFKVTVpZz09,EXECUTE,1,,,
WG9sVXNvd0VkOWpyQkxVWXV3TVlzUT09,MAMOOL,1,,,
UlJ6SXpEQmRNV2JaMTFYMUR4NEZDZz09,IMPERIAL DANCER,1,,,
T21PQ0x0TzdNUEdMTHZ2OEJ2QU5PUT09,TAP DANCE CITY,1,,,
ajJjK0p0ODcvYUI5UkhBZkRLSGZVUT09,BLUE CANARI,1,,,
ZVd6ZVNDVXZCSWdmVnB0U3NLSVFvQT09,GREY SWALLOW,1,,,
M1ZYWVMzZ092SC9aUEV4Rm9yaTNkUT09,PROSPECT PARK,1,,,
N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,TIMOS,1,,,
ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,DUNCAN,1,,,
R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,PLUMANIA,1,,,
OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,CAPE BLANCO,1,,,
eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,LOPE DE VEGA,1,,,
dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,MIDAS TOUCH,1,,,
eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,PLANTEUR,1,,,
TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,TREASURE BEACH,1,,,
NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,MASKED MARVEL,1,,,
YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,RELIABLE MAN,1,,,
KzdsQ3UySnp2cUQremRBRFkzeWtWQT09,CHIMES AT MIDNIGHT,1,,,
bXRyQWFlNHVYbEVFK1FCSms3QWdtQT09,ANZILLERO,1,,,
NC9RNFdUenRDdDlWeldIV1JBK0twZz09,HOLDING COURT,1,,,
d0Z1Y0VKZ3pMTEV4ZXdzTG1tem94QT09,IDAHO QUEST,1,,,
bWdOTHR3eHZLODVDRHh2VUdOYU5GQT09,SADDLER'S CREEK,1,,,
MDJkV1FKMlNyNnd2dDl0QWdISjB5dz09,DIAMILINA,1,,,
K2wvMS8vK3RBcThtYW55RVQ5ckVDUT09,DAYLAMI,1,,,
cWczYkxoRXhVS0JtamoxOE9xM0FPQT09,ALBARAN,1,,,
TE5HN1AwZGpoU05FNlhZS1RwMEN2UT09,FANTASTIC LIGHT,1,,,
ZTVNYng4K3JFMHQrYVZrTmFDdFl3dz09,GENGHIS KHAN,1,,,
cit6d2drLzlXUjZlWjJpQ2pTemJwUT09,DARYABA,1,,,
YUdaZEZBU0JGeXJxZlBNSkMycmY0dz09,FLAMINGO ROAD,1,,,
eko4SkZmckJnYkRIcDlrdlUxZEQzdz09,CERULEAN SKY,1,,,
MFdUQ2dKK2VRN1NEN1ZZVDFmMkpXUT09,HAPPY VALENTINE,1,,,
MlNxdkxLaTV6dm5WcWF2QnNpWHBrUT09,LIMPID,1,,,
WU53WFJRTlpydk1XOTBPR2pUNzVPZz09,SEA WAVE,1,,,
Q2RLVEl6SWJacGVWNHVicG5nUmUvQT09,COURTEOUS,1,,,
ZnhnRjBWWnlzdXI0alJhcEllNGMyQT09,ZAINTA,1,,,
RytjT25OdVpEVlhBbHFFYzBUdXAyQT09,SCHIAPARELLI,1,,,
OHRGVnJJcVBuaExzMGxtQld4ckRJQT09,PAPAL BULL,1,,,
VERWUENCaGRhQUNZY1drMjdFNEJtZz09,RED ROCK CANYON,1,,,
cE5mVGNibzZ2UDF3NjV2cGZ1a1VvUT09,KAMSIN,1,,,
bXN4Y3dmQ1FiOFpPUEU5TU1ZV2xRZz09,BLUE BRESIL,1,,,
SCtLRU5VVkVkK1ZGMjVBamZTWTZFUT09,MELEAGROS,0,,,
dVloNTQvczdqZUlRWWxqZjI2Tksxdz09,SOVEREIGN,0,,,
bkl3RXJaS3dIdXk0OTdjZWFpby93dz09,MOGUL,0,,,
akRHUjRXMk50TFVOcXRFZ3ZYUVU0dz09,SERPENTINE,0,,,
WnJNU21TZ1VWeGkwQm1VaERpa2VKdz09,NOVELLIST,0,,,
cldpOTRyUFpIeTNTdlNFZzJGTXNPZz09,FONTANESI,0,,,
SDl5SnR4Rmd6V3oyV0dFNVVTMkcxQT09,POUVOIR ABSOLU,0,,,
